epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/Head,train/confmaps/Upper Snout,train/confmaps/Lower Snout,train/confmaps/Anterior Body,train/confmaps/Posterior Body,train/confmaps/Left Caudal Fin,train/confmaps/Right Caudal Fin,train/confmaps/Left Pectoral Fin,train/confmaps/Right Pectoral Fin,"train/confmaps/Dorsal Fin
"
0,,0.0006362491985782981,,,,,,,,,,,,,
0,,0.000726215832401067,,,,,,,,,,,,,
1,0.0007182134431786835,0.0007191998302005231,4.999999873689376e-05,52.71202087402344,8.785150527954102,0.0011732097482308745,0.0006230475264601409,0.00040745007572695613,0.00123116176109761,0.0005841958336532116,0.0005179802537895739,0.0005009081214666367,0.0007020655320957303,0.0007390195969492197,0.0007030956912785769
2,0.0007100253133103251,0.0007223099237307906,4.999999873689376e-05,52.272518157958984,8.716747283935547,0.0011316019808873534,0.0005884960410185158,0.00040133894071914256,0.0012186416424810886,0.0005976020474918187,0.0005229903617873788,0.0004898871993646026,0.0006654129247181118,0.0007556885248050094,0.0007285931496880949
3,0.0007342755561694503,0.0007303501479327679,4.999999873689376e-05,52.4567756652832,8.708463668823242,0.001150947529822588,0.0006017336272634566,0.0003750768955796957,0.0012547682272270322,0.0005947796162217855,0.0005600904114544392,0.0005396134220063686,0.0007123950636014342,0.0008113908115774393,0.0007419597241096199
4,0.0007287227781489491,0.0007258038385771215,4.999999873689376e-05,52.15994644165039,8.704378128051758,0.0011465793941169977,0.0006246792618185282,0.00043866908526979387,0.0012303442927077413,0.0006056761485524476,0.0005303621292114258,0.0005456978105939925,0.0006623348454013467,0.0007708117482252419,0.0007315516122616827
5,0.000708104926161468,0.0007266011089086533,4.999999873689376e-05,51.95170593261719,8.690071105957031,0.0011423806427046657,0.000599431456066668,0.00038961449172347784,0.001195190823636949,0.000568657647818327,0.0005343752563931048,0.0004957850323989987,0.0006878182757645845,0.0007301225559785962,0.0007376732537522912
6,0.0007354171830229461,0.0007209610193967819,4.999999873689376e-05,52.4566535949707,8.71288013458252,0.0011269762180745602,0.0006010103388689458,0.0003898257273249328,0.0012469067005440593,0.0006443592719733715,0.0005520282429642975,0.0005392305902205408,0.0007243284489959478,0.0008163594175130129,0.0007131469319574535
7,0.0007163065019994974,0.0007287054322659969,4.999999873689376e-05,52.125389099121094,8.71336555480957,0.00120572152081877,0.0006210487335920334,0.0004027856921311468,0.0012821690179407597,0.0005643778131343424,0.000465997465653345,0.0005016305367462337,0.0006839209236204624,0.0007756518316455185,0.0006569912075065076
8,0.0007124973344616592,0.000715054979082197,4.999999873689376e-05,52.460453033447266,8.776477813720703,0.0011248149676248431,0.000592914642766118,0.0003886710910592228,0.0012149487156420946,0.0005993351223878562,0.0005418954533524811,0.0004930499126203358,0.0006966816727072,0.000794088700786233,0.0006785722216591239
