epoch,train/loss,val/loss,learning_rate,train/time,val/time
21,0.00014709333481732756,0.0001578380906721577,2.499999936844688e-05,166.71987915039062,17.264476776123047
22,0.00014514487702399492,0.00015956159040797502,2.499999936844688e-05,167.08885192871094,17.19671630859375
23,0.0001364036143058911,0.0001541158853797242,2.499999936844688e-05,168.3817138671875,18.80004119873047
24,0.00014522916171699762,0.00015784050629008561,2.499999936844688e-05,165.1018524169922,18.0606689453125
25,0.00014607889170292765,0.00015469311620108783,2.499999936844688e-05,168.37353515625,17.491716384887695
26,0.0001378583547193557,0.00015371943300124258,1.249999968422344e-05,169.7588653564453,18.466861724853516
27,0.0001467190304538235,0.00015414760855492204,1.249999968422344e-05,170.9747772216797,17.675928115844727
28,0.0001394390856148675,0.00015343286213465035,1.249999968422344e-05,171.47755432128906,17.588659286499023
29,0.00014534650836139917,0.00015758971858303994,1.249999968422344e-05,170.837890625,17.674638748168945
30,0.0001336566056124866,0.00015461054863408208,1.249999968422344e-05,171.54220581054688,17.549884796142578
31,0.00014089119213167578,0.00015263166278600693,1.249999968422344e-05,171.07986450195312,17.931827545166016
32,0.00013668808969669044,0.0001555974449729547,1.249999968422344e-05,171.71995544433594,17.805458068847656
33,0.0001421873748768121,0.00015319748490583152,1.249999968422344e-05,170.45433044433594,17.644689559936523
34,0.0001400875044055283,0.0001548805012134835,1.249999968422344e-05,170.46839904785156,17.524517059326172
35,0.00014194990217220038,0.00015331670874729753,1.249999968422344e-05,169.33433532714844,17.524890899658203
36,0.00013937026960775256,0.0001542348472867161,1.249999968422344e-05,167.02101135253906,17.095008850097656
37,0.00014102860586717725,0.00015396179514937103,1.249999968422344e-05,166.85186767578125,17.334518432617188
38,0.00013905380910728127,0.0001529147702967748,1.249999968422344e-05,165.363037109375,16.906517028808594
39,0.00013702266733162105,0.00015248614363372326,6.24999984211172e-06,162.67880249023438,16.90415382385254
40,0.0001410230906913057,0.0001528037537354976,6.24999984211172e-06,165.1823272705078,17.057031631469727
41,0.00013876325101591647,0.00015545159112662077,6.24999984211172e-06,166.4247589111328,17.197158813476562
42,0.0001402211346430704,0.00015210689161904156,6.24999984211172e-06,166.52130126953125,17.128372192382812
43,0.00014237275172490627,0.0001521716039860621,6.24999984211172e-06,165.25291442871094,17.002220153808594
44,0.00013773168029729277,0.0001536813797429204,6.24999984211172e-06,167.2796173095703,17.142976760864258
45,0.0001417037274222821,0.00015320000238716602,6.24999984211172e-06,167.52130126953125,17.29498291015625
46,0.00014103972353041172,0.00015226057439576834,6.24999984211172e-06,168.3633575439453,17.126358032226562
47,0.0001381999027216807,0.00015178082685451955,6.24999984211172e-06,165.19512939453125,16.982505798339844
48,0.0001378236192977056,0.00015045527834445238,3.12499992105586e-06,167.45819091796875,17.188159942626953
49,0.00014250395179260522,0.0001515451294835657,3.12499992105586e-06,165.79296875,17.25058364868164
50,0.0001374657585984096,0.0001514414616394788,3.12499992105586e-06,166.6997833251953,17.17110252380371
51,0.00013721661525778472,0.00015221686044242233,3.12499992105586e-06,166.1232452392578,17.473623275756836
52,0.00014326986274681985,0.00015168885875027627,3.12499992105586e-06,167.57290649414062,17.202423095703125
53,0.00013965157268103212,0.0001530255685793236,3.12499992105586e-06,165.89102172851562,17.078359603881836
54,0.00013591327297035605,0.00015104151680134237,3.12499992105586e-06,165.698974609375,17.065547943115234
55,0.00013994557957630605,0.0001524887775303796,3.12499992105586e-06,162.998779296875,16.923120498657227
56,0.00014152568473946303,0.00015144106873776764,3.12499992105586e-06,163.9297332763672,16.877788543701172
57,0.00013651586777996272,0.00015188836550805718,1.56249996052793e-06,167.7457275390625,18.418315887451172
58,0.00013789809599984437,0.00015181257913354784,1.56249996052793e-06,171.35968017578125,17.78891372680664
59,0.00013704992306884378,0.0001519508077763021,1.56249996052793e-06,172.35791015625,18.267162322998047
60,0.00013327845954336226,0.00015147494559641927,1.56249996052793e-06,164.11700439453125,17.021772384643555
61,0.00013810835662297904,0.000151504558743909,1.56249996052793e-06,167.6948699951172,17.67103385925293
62,0.00013246557500679046,0.0001516051561338827,1.56249996052793e-06,180.41470336914062,19.450334548950195
63,0.00013737886911258101,0.00015172829444054514,1.56249996052793e-06,171.6161651611328,18.692659378051758
