epoch,train/loss,val/loss,learning_rate,train/time,val/time
0,,0.00022473244462162256,,,
0,,0.00017139471310656518,,,
1,0.00015561605687253177,0.0001741777523420751,4.999999873689376e-05,167.31491088867188,17.3336124420166
2,0.00014551999629475176,0.00016192531620617956,4.999999873689376e-05,170.87368774414062,17.335289001464844
3,0.00014994674711488187,0.00016583876276854426,4.999999873689376e-05,168.48655700683594,17.355365753173828
4,0.00015077459102030843,0.00016155453340616077,4.999999873689376e-05,168.7723846435547,17.282691955566406
5,0.00015381872071884573,0.0001598947128513828,4.999999873689376e-05,169.47933959960938,17.287433624267578
6,0.00015066505875438452,0.00015988668019417673,4.999999873689376e-05,169.78927612304688,17.135147094726562
7,0.00014881670358590782,0.00016240900731645525,4.999999873689376e-05,164.7566680908203,17.100454330444336
8,0.00015193686704151332,0.0001652817300055176,4.999999873689376e-05,166.03172302246094,17.159727096557617
9,0.00014871808525640517,0.00015883629384916276,4.999999873689376e-05,166.54617309570312,17.261974334716797
10,0.00015334108320530504,0.00016493539442308247,4.999999873689376e-05,168.71713256835938,17.77828598022461
11,0.00014671386452391744,0.00016083408263511956,4.999999873689376e-05,168.05148315429688,17.102712631225586
12,0.00015504735347349197,0.0001645981246838346,4.999999873689376e-05,166.67214965820312,17.29244613647461
13,0.0001487950939917937,0.00016106416296679527,4.999999873689376e-05,167.99989318847656,17.184656143188477
14,0.00014851390733383596,0.00016424465866293758,4.999999873689376e-05,167.8827667236328,17.72128677368164
15,0.0001456213358324021,0.00015792886551935226,4.999999873689376e-05,166.46890258789062,17.193092346191406
16,0.00014617439592257142,0.0001589655876159668,4.999999873689376e-05,167.7367401123047,17.3847599029541
17,0.00014967531024012715,0.00015479685680475086,2.499999936844688e-05,166.8889923095703,17.26621437072754
18,0.00014113208453636616,0.00015842969878576696,2.499999936844688e-05,167.4569091796875,17.224292755126953
19,0.0001456462050555274,0.00016041449271142483,2.499999936844688e-05,166.80105590820312,17.170570373535156
20,0.00014455233758781105,0.00015581118350382894,2.499999936844688e-05,167.5159454345703,17.203489303588867
