epoch,train/loss,val/loss,learning_rate,train/time,val/time
0,,0.0001484592503402382,,,
0,,0.00017515999206807464,,,
1,0.0002064829459413886,0.00018415194062981755,4.999999873689376e-05,163.4497833251953,15.240814208984375
2,0.00019429709936957806,0.00018332447507418692,4.999999873689376e-05,162.51052856445312,15.10410213470459
3,0.00019080933998338878,0.00018019005074165761,4.999999873689376e-05,167.8997344970703,16.730741500854492
4,0.0001868399849627167,0.00018685846589505672,4.999999873689376e-05,165.65330505371094,15.050193786621094
5,0.00018925961921922863,0.00017513854254502803,4.999999873689376e-05,161.96224975585938,15.010987281799316
6,0.00019036994490306824,0.00017713758279569447,4.999999873689376e-05,161.34280395507812,15.026311874389648
7,0.00018488004570826888,0.00017989198386203498,4.999999873689376e-05,161.96771240234375,15.023030281066895
8,0.00018044326861854643,0.00017286272486671805,2.499999936844688e-05,161.3673553466797,15.019740104675293
9,0.00018126415670849383,0.00018599600298330188,2.499999936844688e-05,162.3148651123047,15.012850761413574
10,0.00017672323156148195,0.00017539729014970362,2.499999936844688e-05,161.56866455078125,15.04883098602295
11,0.00018389815522823483,0.00017810464487411082,2.499999936844688e-05,161.36170959472656,15.038986206054688
12,0.0001780440070433542,0.00018210777489002794,2.499999936844688e-05,162.6601104736328,15.122379302978516
13,0.00018321334209758788,0.00018446506874170154,2.499999936844688e-05,162.35214233398438,15.128401756286621
14,0.0001807285298127681,0.0001777397992555052,2.499999936844688e-05,163.54949951171875,15.171358108520508
15,0.00017424112593289465,0.00017643971659708768,2.499999936844688e-05,162.01724243164062,15.018348693847656
16,0.00018322316464036703,0.00018081159214489162,2.499999936844688e-05,162.30270385742188,15.052740097045898
17,0.00017538692918606102,0.00017806104733608663,1.249999968422344e-05,161.50462341308594,15.056344032287598
18,0.0001775427517713979,0.00018360771355219185,1.249999968422344e-05,162.1405487060547,15.026329040527344
19,0.00017458139336667955,0.0001804210914997384,1.249999968422344e-05,161.55072021484375,15.030729293823242
20,0.0001761229505063966,0.00017954723443835974,1.249999968422344e-05,161.69442749023438,15.024497032165527
21,0.00017543179274071008,0.00018640315101947635,1.249999968422344e-05,162.15109252929688,15.036779403686523
22,0.00017595739336684346,0.00017576802929397672,1.249999968422344e-05,161.8393096923828,15.129312515258789
23,0.0001775723503669724,0.00018202677892986685,1.249999968422344e-05,162.15638732910156,15.01974868774414
24,0.0001722273009363562,0.00017554088844917715,1.249999968422344e-05,161.67295837402344,15.135787010192871
25,0.0001718069106573239,0.00017872118041850626,1.249999968422344e-05,162.4933319091797,15.002941131591797
26,0.00017186839249916375,0.00017721910262480378,6.24999984211172e-06,162.1457061767578,15.065460205078125
27,0.00017595244571566582,0.00017869954172056168,6.24999984211172e-06,162.35986328125,15.025115013122559
28,0.00017620730795897543,0.00017933682829607278,6.24999984211172e-06,161.9021759033203,15.1424560546875
29,0.00016832276014611125,0.00018157389422412962,6.24999984211172e-06,161.7457733154297,15.027444839477539
30,0.00017411817680113018,0.00017972983187064528,6.24999984211172e-06,162.16517639160156,15.01330280303955
31,0.00017181664588861167,0.00017448274593334645,6.24999984211172e-06,161.51309204101562,15.014453887939453
32,0.0001659670379012823,0.00018074281979352236,6.24999984211172e-06,161.99151611328125,15.008562088012695
33,0.00017413539171684533,0.00017862857202999294,6.24999984211172e-06,161.66860961914062,15.049317359924316
