epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/Head,train/confmaps/Upper Snout,train/confmaps/Lower Snout,train/confmaps/Anterior Body,train/confmaps/Posterior Body,train/confmaps/Left Caudal Fin,train/confmaps/Right Caudal Fin,train/confmaps/Left Pectoral Fin,train/confmaps/Right Pectoral Fin,"train/confmaps/Dorsal Fin
"
10,0.0007656062953174114,0.0007138143409974873,9.999999747378752e-05,51.43143081665039,7.94658899307251,0.0012335716746747494,0.0007075697649270296,0.00045133705134503543,0.0012848674086853862,0.0006163165089674294,0.0005399763467721641,0.0005220944294705987,0.0007101441733539104,0.0007747243507765234,0.0008154615643434227
11,0.0007595114875584841,0.0006930814706720412,9.999999747378752e-05,51.5763053894043,8.024383544921875,0.0011912316549569368,0.0006411559879779816,0.0004348873335402459,0.0012773998314514756,0.0006313432240858674,0.000552075041923672,0.0005409035366028547,0.000739788927603513,0.0008247430669143796,0.0007615864742547274
12,0.000739170063752681,0.0006998686003498733,4.999999873689376e-05,51.323028564453125,7.981962203979492,0.0012151517439633608,0.0006520598544739187,0.0004205977311357856,0.0012656134786084294,0.0005703080096282065,0.000528469739947468,0.0005095702945254743,0.0007588323205709457,0.000791741709690541,0.0006793556385673583
13,0.0007450168486684561,0.0007061564829200506,4.999999873689376e-05,51.40053939819336,7.980106353759766,0.0011773116420954466,0.0006419532583095133,0.00042298241169191897,0.0012255435576662421,0.0006372339557856321,0.0005572820664383471,0.000517187814693898,0.0007122576935216784,0.0007953737513162196,0.0007630413747392595
14,0.0007330094231292605,0.0006956147844903171,4.999999873689376e-05,51.68457794189453,7.969968795776367,0.0011398267233744264,0.0006284627597779036,0.00040615806938149035,0.0012714415788650513,0.0006013851379975677,0.000521083187777549,0.000526831136085093,0.0007179863750934601,0.0007448792457580566,0.0007720395806245506
15,0.0007251075585372746,0.0006973175914026797,4.999999873689376e-05,51.345314025878906,7.974084854125977,0.0011711458209902048,0.0006394812371581793,0.000412440684158355,0.0012372969649732113,0.0005833279574289918,0.0005289649125188589,0.0005045870202593505,0.000692889909259975,0.000779304071329534,0.0007016363088041544
16,0.0007022289209999144,0.000693193927872926,4.999999873689376e-05,51.22625732421875,7.972211837768555,0.0011769041884690523,0.0006175794987939298,0.0003917426511179656,0.001232876325957477,0.000564531481359154,0.00048336631152778864,0.0004281782603356987,0.0006723651313222945,0.0007420426118187606,0.0007127027492970228
17,0.0007416608859784901,0.0006957219447940588,4.999999873689376e-05,51.39192581176758,7.972922325134277,0.0011538407998159528,0.000638255849480629,0.00041225660243071616,0.001250266912393272,0.0006017924170009792,0.0005505229346454144,0.000541156914550811,0.0007086024270392954,0.0007896093302406371,0.0007703040610067546
18,0.0007168932352215052,0.0007037235773168504,4.999999873689376e-05,51.5057487487793,8.039484024047852,0.0011263926280662417,0.0006135893054306507,0.00041590764885768294,0.0012276810593903065,0.0005913167260587215,0.0005029859603382647,0.0005152499070391059,0.0006727943546138704,0.000761082221288234,0.0007419317262247205
19,0.0007103924290277064,0.0006992681883275509,4.999999873689376e-05,51.75213623046875,7.9765119552612305,0.001143971225246787,0.0006072742398828268,0.00038460458745248616,0.001230670022778213,0.0005784988170489669,0.0004919299972243607,0.0005132508231326938,0.0007136876229196787,0.0007426241645589471,0.0006974131101742387
20,0.0007222826243378222,0.0006886945920996368,4.999999873689376e-05,51.353759765625,7.9796142578125,0.001136418548412621,0.0006180886412039399,0.00039172975812107325,0.0012302764225751162,0.0005841794773004949,0.0005396795459091663,0.0005078546819277108,0.0007049690466374159,0.0007522934465669096,0.0007573373150080442
21,0.0007159013766795397,0.00068803655449301,2.499999936844688e-05,51.4833984375,7.967118263244629,0.0011336997849866748,0.0006314505590125918,0.0003899382136296481,0.0012271747691556811,0.0005831882590427995,0.0005479058600030839,0.0005080305854789913,0.0006646011606790125,0.0007608001469634473,0.0007122246315702796
22,0.0007029549451544881,0.0006894650286994874,2.499999936844688e-05,51.67427444458008,7.9790849685668945,0.0011478133965283632,0.0006020007422193885,0.00040419172728434205,0.001202199375256896,0.0005712764686904848,0.0005008052685298026,0.0005086492164991796,0.0006416150717996061,0.0007191412150859833,0.0007318560965359211
23,0.0006985701038502157,0.0006838694680482149,2.499999936844688e-05,51.61573028564453,7.970970153808594,0.0011070752516388893,0.0005769658600911498,0.00037064324715174735,0.0012319941306486726,0.000577219296246767,0.000492955616209656,0.0004810289537999779,0.0007011364214122295,0.0007448578835465014,0.0007018245523795485
24,0.0007050923886708915,0.0006835327949374914,2.499999936844688e-05,51.75462341308594,7.998301029205322,0.0011147824116051197,0.0006079828599467874,0.0003971554397139698,0.0011873877374455333,0.0005858742515556514,0.0005270050023682415,0.0005087085301056504,0.0006968918605707586,0.0007309620268642902,0.0006941735628060997
25,0.0006915000849403441,0.000686395913362503,2.499999936844688e-05,53.61859893798828,10.053723335266113,0.0010972514282912016,0.0005929679027758539,0.0003933055268134922,0.0012150004040449858,0.0005508715403266251,0.0005061766714788973,0.00048348086420446634,0.0006569131510332227,0.0007380364113487303,0.0006809972692281008
26,0.0006977040320634842,0.0006856402615085244,2.499999936844688e-05,51.53593444824219,7.974987030029297,0.001119560212828219,0.0006107424269430339,0.00039544477476738393,0.0012068994110450149,0.0005717046442441642,0.0005047962185926735,0.0004968505236320198,0.0006325756548903883,0.0007178140222094953,0.000720652868039906
27,0.0006976979784667492,0.0006862207083031535,2.499999936844688e-05,51.531455993652344,7.9895806312561035,0.001109815901145339,0.0005892289918847382,0.0003855490358546376,0.0011779553024098277,0.00056527613196522,0.0005141091533005238,0.0004938778001815081,0.0007013226277194917,0.0007307989289984107,0.0007090459112077951
28,0.000710100051946938,0.0006874448154121637,2.499999936844688e-05,51.40240478515625,7.9740471839904785,0.0011305272346362472,0.0006336329970508814,0.0004068574053235352,0.001222546212375164,0.0005436678184196353,0.0004916234174743295,0.0004900498897768557,0.0006843385053798556,0.0007624530117027462,0.0007353046676144004
29,0.0006826488533988595,0.0006835637614130974,2.499999936844688e-05,51.57265853881836,8.029484748840332,0.0010897155152633786,0.0005641485331580043,0.00037209971924312413,0.0012059215223416686,0.0005628979997709394,0.0005181075539439917,0.0004943248350173235,0.0006425630417652428,0.0006923132459633052,0.0006843975279480219
30,0.0007044748635962605,0.0006814904045313597,2.499999936844688e-05,51.36439895629883,8.000107765197754,0.0011216364800930023,0.0005809965077787638,0.00039911631029099226,0.001214324263855815,0.0005973512888886034,0.0005409661098383367,0.00050468830158934,0.0006551136029884219,0.0007305126637220383,0.0007000432233326137
31,0.0006909235962666571,0.0006808639736846089,1.249999968422344e-05,51.60859298706055,7.995107650756836,0.0011115871602669358,0.0005658025620505214,0.0003703909460455179,0.0012282906100153923,0.0005654458072967827,0.0004904347588308156,0.00048173085087910295,0.0006685139378532767,0.000714387686457485,0.0007126519922167063
32,0.0006875956314615905,0.0006812433712184429,1.249999968422344e-05,51.41537857055664,7.995389938354492,0.0010551823070272803,0.0006092377589084208,0.00036678207106888294,0.00114685099106282,0.0005776435718871653,0.0005253492272458971,0.0005054851062595844,0.0006732182228006423,0.0007338592549785972,0.0006823476869612932
33,0.0006947086658328772,0.000679907388985157,1.249999968422344e-05,51.65557098388672,8.01484203338623,0.0011174309765920043,0.0006021098233759403,0.00042101796134375036,0.0011970048071816564,0.0005342844524420798,0.0005001038080081344,0.00047253791126422584,0.0006561201880685985,0.0007596738869324327,0.0006868021446280181
34,0.0006777980015613139,0.0006791777559556067,1.249999968422344e-05,51.51824188232422,7.998937606811523,0.0010649800533428788,0.0005660164752043784,0.0003758049861062318,0.0011569453636184335,0.000583835004363209,0.0005119938286952674,0.0004864759976044297,0.0006382520659826696,0.0007075041066855192,0.0006861725705675781
35,0.0006842137663625181,0.0006791059859097004,1.249999968422344e-05,51.66761016845703,7.998382568359375,0.001093388651497662,0.0005573148373514414,0.00036590456147678196,0.0012061193119734526,0.0005684033967554569,0.0004939503851346672,0.0004900268977507949,0.000664695049636066,0.0007001799531280994,0.0007021542405709624
36,0.0006836690008640289,0.0006801998242735863,1.249999968422344e-05,51.6179313659668,8.026843070983887,0.0010670117335394025,0.0005559613346122205,0.00039067919715307653,0.001185990055091679,0.0005783768719993532,0.0005202194442972541,0.0005024554557166994,0.0006604079972021282,0.0006938259466551244,0.0006817624671384692
37,0.0006818346446380019,0.0006819622358307242,1.249999968422344e-05,51.7096061706543,7.991943359375,0.0010848443489521742,0.0005738435429520905,0.0003771159390453249,0.001230401685461402,0.0005458334344439209,0.000501534144859761,0.0004834781866520643,0.0006093908450566232,0.0007225104491226375,0.0006893940735608339
38,0.0006886402261443436,0.0006777382222935557,1.249999968422344e-05,51.586795806884766,7.988818168640137,0.0010997827630490065,0.0005863349069841206,0.00037373387021943927,0.0011695813154801726,0.0005517981480807066,0.0005092061473987997,0.0004902040236629546,0.0007053285953588784,0.0007019094191491604,0.0006985228392295539
39,0.000686075771227479,0.0006823065341450274,1.249999968422344e-05,51.91438674926758,8.037850379943848,0.001099464250728488,0.0005853343172930181,0.0003890825901180506,0.0012001415016129613,0.0005311117274686694,0.0004884586669504642,0.00047945952974259853,0.000637417659163475,0.0007426841766573489,0.0007076028850860894
40,0.0006810054183006287,0.0006785029545426369,1.249999968422344e-05,51.721683502197266,8.037130355834961,0.0010614246129989624,0.000590004026889801,0.00037948216777294874,0.0011778413318097591,0.000562397122848779,0.0005287073436193168,0.00050542555982247,0.0006490746163763106,0.0006878795684315264,0.0006678180652670562
41,0.0006948300870135427,0.0006825085147283971,1.249999968422344e-05,51.61796569824219,7.987666130065918,0.0011078848037868738,0.0005688007804565132,0.00036969539360143244,0.001208773348480463,0.0005613997345790267,0.0005065734148956835,0.000494226987939328,0.0006743427948094904,0.0007291410584002733,0.0007274621166288853
42,0.0006839564885012805,0.0006810195627622306,1.249999968422344e-05,51.62984085083008,8.002143859863281,0.001083671348169446,0.0005648599471896887,0.0003721429384313524,0.0011929473839700222,0.0005665267817676067,0.0005263336934149265,0.0004860628105234355,0.0006716150674037635,0.0006861300207674503,0.0006892733508720994
43,0.00067652587313205,0.0006821649731136858,1.249999968422344e-05,51.5810546875,8.003687858581543,0.0010763019090518355,0.0005622782628051937,0.0003729346499312669,0.0011722833150997758,0.0005750879063270986,0.0004889695555903018,0.0005168546922504902,0.0006194438319653273,0.0007111246231943369,0.0006699802470393479
44,0.0006789869512431324,0.0006804339936934412,1.249999968422344e-05,51.7139778137207,8.0020751953125,0.0010856403969228268,0.0005727485404349864,0.0003936833527404815,0.0011940833646804094,0.0005315609159879386,0.000478352012578398,0.00046442728489637375,0.0006477004499174654,0.0007321438752114773,0.0006895293481647968
45,0.0006805591401644051,0.0006790620973333716,1.249999968422344e-05,51.81755447387695,7.993010520935059,0.0011060707038268447,0.0005686276708729565,0.00037495861761271954,0.0011935817310586572,0.0005303390207700431,0.0004576906794682145,0.0004620072722900659,0.0006460149306803942,0.0007359433802776039,0.0007303575985133648
46,0.0006778909591957927,0.0006781760021112859,6.24999984211172e-06,51.6185417175293,8.003335952758789,0.0011024893028661609,0.0005488127935677767,0.00036848991294391453,0.0011892266338691115,0.0005766890244558454,0.0005040789255872369,0.0004921419313177466,0.0006463067838922143,0.0006937459111213684,0.0006569288088940084
47,0.000683577440213412,0.00067882303847,6.24999984211172e-06,51.754539489746094,8.053009986877441,0.0010415447177365422,0.0005882787518203259,0.0003821120481006801,0.0011561954161152244,0.0005489791510626674,0.000523501425050199,0.0004970430745743215,0.0006482366588898003,0.0007374194101430476,0.0007124636322259903
48,0.000671766116283834,0.0006776961381547153,6.24999984211172e-06,51.74481964111328,8.004228591918945,0.0010700204875320196,0.0005563325248658657,0.00038318533916026354,0.0011717432644218206,0.0005256885779090226,0.0004908392438665032,0.00046935281716287136,0.0006354663637466729,0.0007096703629940748,0.0007053619483485818
49,0.0006818895344622433,0.0006776191294193268,6.24999984211172e-06,51.78582763671875,7.985233783721924,0.0011018331861123443,0.0005954517982900143,0.0003731992037501186,0.001193345757201314,0.0005609806976281106,0.00048437793157063425,0.00047720223665237427,0.0006443936144933105,0.0007126767304725945,0.0006754340720362961
50,0.0006777247181162238,0.0006779092364013195,6.24999984211172e-06,51.68813705444336,7.989953994750977,0.00105482735671103,0.0005532616632990539,0.00037201534723863006,0.0011878289515152574,0.0005706824595108628,0.0005032263579778373,0.00048781337682157755,0.0006533077103085816,0.0007162418332882226,0.0006780422991141677
51,0.0006572881829924881,0.0006772419437766075,6.24999984211172e-06,51.637821197509766,8.032259941101074,0.001053427578881383,0.0005394771578721702,0.0003588582912925631,0.0011811000294983387,0.0005274167051538825,0.0004924890235997736,0.00044805233483202755,0.0006330856122076511,0.0006721578538417816,0.0006668174755759537
52,0.0006906985072419047,0.0006781771080568433,6.24999984211172e-06,51.73448944091797,7.998167037963867,0.0010728049091994762,0.000598968705162406,0.0003809967602137476,0.0011976591777056456,0.0005685002543032169,0.0004915835452266037,0.0005009529995732009,0.0006441468722186983,0.0007563079125247896,0.0006950648967176676
53,0.0006642742664553225,0.0006790413171984255,6.24999984211172e-06,51.59858703613281,7.988099098205566,0.0010783309116959572,0.0005655935383401811,0.00038742850301787257,0.001128488453105092,0.000534173334017396,0.0004822320770472288,0.00047382767661474645,0.0006479033618234098,0.000682426558341831,0.0006623379304073751
54,0.0006856871768832207,0.0006778951501473784,6.24999984211172e-06,51.68129348754883,8.069456100463867,0.001082885661162436,0.000582367938477546,0.00039466816815547645,0.0011814419412985444,0.0005674187559634447,0.0005021098768338561,0.0004912730073556304,0.000633367570117116,0.0007144317496567965,0.0007069071871228516
55,0.0006794577348046005,0.0006771758780814707,3.12499992105586e-06,51.47287368774414,7.980616092681885,0.001068954705260694,0.0005655736895278096,0.00037474973942153156,0.0011802631197497249,0.0005466676084324718,0.000507786578964442,0.0004979867953807116,0.0006628039409406483,0.0007116062333807349,0.0006781847914680839
56,0.0006487903301604092,0.000676891126204282,3.12499992105586e-06,51.94049072265625,7.983282089233398,0.0010513687739148736,0.0005232467665337026,0.0003433596284594387,0.0011494882637634873,0.0005464887362904847,0.00047278631245717406,0.00046658716746605933,0.0006115107098594308,0.0006819337140768766,0.0006411331705749035
57,0.0006824660813435912,0.0006773105706088245,3.12499992105586e-06,51.69863510131836,7.990298271179199,0.0010583223775029182,0.0005698714521713555,0.0003686989366542548,0.0012008525663986802,0.0005540712154470384,0.000510884914547205,0.00048765656538307667,0.0006677330238744617,0.0007211324409581721,0.0006854364764876664
58,0.0006544645293615758,0.0006771098123863339,3.12499992105586e-06,51.66899108886719,8.01375675201416,0.001073814812116325,0.0005468567251227796,0.0003466886410024017,0.0011321997735649347,0.000552934652660042,0.0004715166287496686,0.00044781542965210974,0.0006018311250954866,0.0007004205835983157,0.0006705669220536947
59,0.0006752120098099113,0.0006787599413655698,3.12499992105586e-06,51.96299743652344,8.0638427734375,0.0010723777813836932,0.0005738662439398468,0.00038831683923490345,0.0011741507332772017,0.0005453642224892974,0.0005003064870834351,0.0004926824476569891,0.0006374294171109796,0.0006737501244060695,0.0006938760634511709
60,0.0006631067954003811,0.000677385542076081,3.12499992105586e-06,51.70806884765625,8.021687507629395,0.0010699856793507934,0.0005526728346012533,0.0003576402668841183,0.001150474650785327,0.0005390693549998105,0.0004703488666564226,0.0004973418544977903,0.0006352619966492057,0.0006873082602396607,0.0006709644221700728
61,0.0006692710448987782,0.0006767242448404431,3.12499992105586e-06,51.726810455322266,8.046958923339844,0.0010220648255199194,0.0005268757813610137,0.0003637148765847087,0.0011734369909390807,0.0005638808943331242,0.000523354799952358,0.00046498337178491056,0.0006516313296742737,0.0007476215250790119,0.0006551459664478898
62,0.0006685839034616947,0.0006772426422685385,3.12499992105586e-06,51.78361511230469,8.024890899658203,0.0010876599699258804,0.0005777727346867323,0.00037530233385041356,0.0011963765136897564,0.0005129260825924575,0.0004895144957117736,0.00047149823512881994,0.0006334896315820515,0.0006567524978891015,0.000684546132106334
63,0.0006789820617996156,0.0006773840286768973,3.12499992105586e-06,51.61597442626953,7.994443893432617,0.00106562371365726,0.0005792053998447955,0.00037795721436850727,0.0011736797168850899,0.0005512504139915109,0.0004948956775479019,0.00047136747161857784,0.000653300725389272,0.0007539335056208074,0.0006686071283183992
64,0.0006637379410676658,0.0006775661604478955,3.12499992105586e-06,51.73640060424805,7.991199970245361,0.001041470910422504,0.0005387652781791985,0.00036877335514873266,0.0011478641536086798,0.0005549811176024377,0.0004931687144562602,0.0005070898914709687,0.0006305754650384188,0.00069236516719684,0.0006623254157602787
65,0.0006783870048820972,0.0006771463667973876,3.12499992105586e-06,51.539024353027344,7.992001533508301,0.0010980053339153528,0.0005770575953647494,0.00037057255394756794,0.0011960533447563648,0.000551703735254705,0.000493014173116535,0.0004644228029064834,0.0006504774792119861,0.0006691719754599035,0.00071339076384902
66,0.0006585713126696646,0.000677417207043618,3.12499992105586e-06,51.62782287597656,8.050971031188965,0.0010606821160763502,0.0005619945004582405,0.00038557618972845376,0.0011268035741522908,0.0005443980335257947,0.000477869703900069,0.00044723067549057305,0.000624191714450717,0.0006991431582719088,0.0006578242173418403
67,0.0006663066451437771,0.0006779471877962351,3.12499992105586e-06,51.52170181274414,8.005952835083008,0.0010467912070453167,0.0005446546711027622,0.00034908787347376347,0.0011696871370077133,0.0005629787337966263,0.0004931283765472472,0.0005037735681980848,0.0006322845001704991,0.0006801722338423133,0.0006805076263844967
68,0.0006847079494036734,0.0006770780892111361,3.12499992105586e-06,51.88617706298828,8.029618263244629,0.0010681989369913936,0.0005770479328930378,0.00038454605964943767,0.0012018184643238783,0.0005250448593869805,0.0005021374090574682,0.0004975017509423196,0.0006526740617118776,0.0007342091994360089,0.0007039008778519928
69,0.0006713672773912549,0.0006771620246581733,1.56249996052793e-06,52.34612274169922,8.16556167602539,0.0010652916971594095,0.0005706887459382415,0.00037448329385370016,0.001199813443236053,0.0005227699293754995,0.0004816149303223938,0.00048291217535734177,0.0006450964719988406,0.0006818646215833724,0.0006891369703225791
70,0.0006644176901318133,0.0006778004462830722,1.56249996052793e-06,51.95701217651367,8.062286376953125,0.0010473228758201003,0.0005517033278010786,0.0003649178543128073,0.001140680629760027,0.0005618800059892237,0.0005093666259199381,0.00046641696826554835,0.0006386736640706658,0.0006908601499162614,0.0006723550613969564
71,0.0006563046481460333,0.0006769024766981602,1.56249996052793e-06,52.092464447021484,8.069413185119629,0.0010442367056384683,0.0005339766503311694,0.0003710341115947813,0.0011770663550123572,0.000539614527951926,0.00047032543807290494,0.00046600867062807083,0.0006209937273524702,0.0006970230024307966,0.00064276740886271
72,0.0006748667219653726,0.0006777519593015313,1.56249996052793e-06,52.12812423706055,8.095565795898438,0.001096113701350987,0.0005463408888317645,0.0003681445959955454,0.0011905613355338573,0.0005450107855722308,0.00046699453378096223,0.0004693506343755871,0.0006579214823432267,0.0007218692917376757,0.0006863597081974149
73,0.0006686347187496722,0.0006773853674530983,1.56249996052793e-06,51.823699951171875,8.004650115966797,0.0010269875638186932,0.0005519047845155001,0.0003599045448936522,0.0011435566702857614,0.0005696651060134172,0.0005314393201842904,0.000495074491482228,0.0006438219570554793,0.000677320291288197,0.0006866713520139456
74,0.0006750072352588177,0.0006774077191948891,1.56249996052793e-06,51.869361877441406,8.028946876525879,0.001068744109943509,0.0005680332542397082,0.00035917479544878006,0.0011951988562941551,0.000563930778298527,0.0004981687525287271,0.0004942851373925805,0.000602172629442066,0.0007125448319129646,0.0006878194981254637
75,0.0006631684955209494,0.0006773851928301156,1.56249996052793e-06,52.265445709228516,8.060638427734375,0.0010594460181891918,0.0005284600192680955,0.0003704531118273735,0.0011495662620291114,0.000537028769031167,0.000471473962534219,0.0004600276006385684,0.0006229892605915666,0.0007368490332737565,0.000695390859618783
76,0.0006722568650729954,0.0006776053924113512,1.56249996052793e-06,51.95397186279297,8.099623680114746,0.0010444822255522013,0.0005844756378792226,0.00038564528222195804,0.0011709610698744655,0.0005688813398592174,0.000520524219609797,0.0005003337282687426,0.0006284408154897392,0.0006682197563350201,0.0006506041390821338
