epoch,train_loss,val_loss,learning_rate,train_time,val_time
0,,0.009351869113743305,9.999999747378752e-05,,
0,0.00034805250470526516,0.00028311918140389025,9.99999901978299e-05,,
1,0.0003418779815547168,0.00027712166775017977,9.99999901978299e-05,414.717041015625,31.06048583984375
2,0.000264963397057727,0.00027516495902091265,9.99999901978299e-05,425.1423034667969,33.389312744140625
3,0.00022608943982049823,0.00027476734248921275,9.99999901978299e-05,438.19708251953125,33.9986572265625
4,0.00022453709971159697,0.0002716538147069514,9.99999901978299e-05,444.7498779296875,33.926753997802734
5,0.0003673002647701651,0.00026923191035166383,9.99999901978299e-05,499.32208251953125,38.416385650634766
6,0.00026990845799446106,0.0002597180427983403,9.99999901978299e-05,477.208984375,39.2964973449707
7,0.0001873090077424422,0.0002516455133445561,9.99999901978299e-05,459.4193115234375,38.726707458496094
8,0.00025262238341383636,0.0002527903125155717,9.99999901978299e-05,481.3062438964844,36.68586349487305
9,0.0002840021625161171,0.0002443770645186305,9.99999901978299e-05,454.4338073730469,33.39700698852539
10,0.00016879389295354486,0.00023300717293750495,9.99999901978299e-05,451.82061767578125,34.18098831176758
11,0.00017047963046934456,0.00023584385053254664,9.99999901978299e-05,452.5917053222656,33.62403106689453
12,0.0001678535481914878,0.0002223964547738433,9.99999901978299e-05,462.3404541015625,34.14311981201172
13,0.0002543502487242222,0.00021669337002094835,9.99999901978299e-05,454.9051513671875,34.51816940307617
14,0.0001346339995507151,0.00021316712081898004,9.99999901978299e-05,453.34588623046875,34.52093505859375
15,0.00019865960348397493,0.00022022485791239887,9.99999901978299e-05,449.32366943359375,34.54351806640625
16,0.00018609290418680757,0.00020209159993100911,9.99999901978299e-05,448.6335754394531,33.43217849731445
17,0.00015376246301457286,0.000198931826162152,9.99999901978299e-05,444.5675354003906,35.30759048461914
18,0.00015307175635825843,0.0002079526020679623,9.99999901978299e-05,443.0472717285156,33.72187805175781
19,0.00017697476141620427,0.00019136349146720022,9.99999901978299e-05,451.749267578125,36.822044372558594
20,0.0001743622706271708,0.00018872713553719223,9.99999901978299e-05,453.3771057128906,39.20866775512695
21,0.00015031747170723975,0.00018661982903722674,9.99999901978299e-05,455.4840087890625,36.81275939941406
22,0.00016599649097770452,0.00018388396711088717,9.99999901978299e-05,456.908203125,37.88230514526367
23,0.00012645697279367596,0.0001790303213056177,9.99999901978299e-05,455.8686218261719,35.01438522338867
24,8.892667392501608e-05,0.00018548635125625879,9.99999901978299e-05,451.0497131347656,34.354217529296875
25,0.00025118538178503513,0.00018221946083940566,9.99999901978299e-05,449.388671875,35.70980453491211
26,0.00028334249509498477,0.00017595676763448864,9.99999901978299e-05,451.49871826171875,34.0794677734375
27,0.00013053242582827806,0.00018384199938736856,9.99999901978299e-05,447.1527099609375,34.01494216918945
28,0.00013403300545178354,0.00017406685219611973,9.99999901978299e-05,453.8947448730469,34.656898498535156
29,0.0001410158147336915,0.00017028080765157938,9.99999901978299e-05,453.2046813964844,34.235626220703125
30,9.946921636583284e-05,0.00017338877660222352,9.99999901978299e-05,449.9613037109375,34.668025970458984
31,0.0001482421939726919,0.0001666710595600307,9.99999901978299e-05,449.89349365234375,35.07536697387695
